name,country,primary_fuel,commissioning_year,extracted_gdp
Buffalo Bill,USA,Hydro,1992,6520327000000.0
Buffalo Center Wind LLC,USA,Wind,2011,15599728123000.0
Buffalo Dunes Wind Project,USA,Wind,2014,17550680174000.0
Buffalo Gap 2 Wind Farm,USA,Wind,2007,14474226905000.0
Buffalo Gap 3 Wind Farm,USA,Wind,2008,14769857911000.0
Buffalo Gap Wind Farm,USA,Wind,2006,13815586948000.0
Buffalo Mountain,USA,Wind,2000,10250947997000.0
Buffalo Mountain Energy Center,USA,Wind,2005,13039199193000.0
Buffalo Ridge I LLC,USA,Wind,2009,14478064934000.0
Buffalo Ridge II LLC,USA,Wind,2011,15599728123000.0
Buford,USA,Hydro,2004,12217193198000.0
Buidling L,USA,Solar,2016,18695110842000.0
Building F,USA,Solar,2016,18695110842000.0
Building G,USA,Solar,2016,18695110842000.0
Bull Creek Wind,USA,Wind,2009,14478064934000.0
Bull Hill Wind Project,USA,Wind,2012,16253972230000.0
Bull Run,USA,Coal,1967,861700000000.0
Bull Street Plant,USA,Gas,2005,13039199193000.0
Bulldog,USA,Wind,2010,15048964444000.0
Bullock Road Solar 1,USA,Solar,2018,20533057312000.0
Bullock Solar  LLC,USA,Solar,2018,20533057312000.0
Bunn Level Farm  LLC,USA,Solar,2017,19477336549000.0
Burgaw Solar  LLC,USA,Solar,2019,21380976119000.0
Burgess BioPower,USA,Waste,2013,16843190993000.0
Burley Butte Windpark,USA,Wind,2011,15599728123000.0
Burlingame,USA,Gas,1971,1164850000000.0
Burlington (CO),USA,Oil,1977,2081826000000.0
Burlington (IA),USA,Coal,1975,1684904000000.0
Burlington (KS),USA,Gas,1986,4579631000000.0
Burlington Coat Factory Solar,USA,Solar,2019,21380976119000.0
Burlington GT,USA,Oil,1971,1164850000000.0
Burney Creek,USA,Hydro,1990,5963144000000.0
Burney Forest Products,USA,Waste,1989,5641580000000.0
Burrstone Energy Center,USA,Gas,2009,14478064934000.0
Burwell,USA,Oil,1965,743700000000.0
Busch Ranch II Wind Farm,USA,Wind,2019,21380976119000.0
Busch Ranch Wind Energy Farm,USA,Wind,2012,16253972230000.0
Bushnell,USA,Oil,1979,2627333000000.0
Butler Municipal Power Plant,USA,Oil,1985,4338979000000.0
Butler Plaza,USA,Solar,2011,15599728123000.0
Butler Ridge,USA,Wind,2009,14478064934000.0
Butler Solar Farm 20,USA,Solar,2016,18695110842000.0
Butler Solar Power Project,USA,Solar,2014,17550680174000.0
Butler Solar Project 103,USA,Solar,2017,19477336549000.0
Butler-Warner Generation Plant,USA,Gas,1980,2857307000000.0
Butte College Main Campus Solar,USA,Solar,2011,15599728123000.0
Butter Creek Power LLC,USA,Wind,2009,14478064934000.0
Buxton,USA,Oil,1991,6158129000000.0
Byllesby,USA,Hydro,1988,5236438000000.0
Bypass,USA,Hydro,1987,4855215000000.0
Byron Generating Station,USA,Nuclear,1986,4579631000000.0
C D McIntosh Jr,USA,Gas,1988,5236438000000.0
C P Kelco San Diego Plant,USA,Gas,1983,3634038000000.0
C R Wing Cogen Plant,USA,Gas,1987,4855215000000.0
C W Burdick,USA,Gas,1999,9631174489000.0
C-Drop Hydro,USA,Hydro,2012,16253972230000.0
CA Dept of Public Health at Richmond,USA,Solar,2017,19477336549000.0
CA Flats Solar 130  LLC,USA,Solar,2017,19477336549000.0
CA Flats Solar 150  LLC,USA,Solar,2019,21380976119000.0
CASD Solar,USA,Solar,2010,15048964444000.0
CB Bladen Solar  LLC,USA,Solar,2016,18695110842000.0
CBC Solar Energy Gen Fac Phase 2,USA,Solar,2014,17550680174000.0
CBP Solar,USA,Solar,2019,21380976119000.0
CBS Studio Center,USA,Gas,2013,16843190993000.0
CBS Television City,USA,Solar,2013,16843190993000.0
CC Landfill Energy  LLC,USA,Waste,2012,16253972230000.0
CCBC-Catonsville,USA,Solar,2015,18206020741000.0
CCC Hastings Wind Turbine,USA,Wind,2017,19477336549000.0
CCCSD Wastewater Treatment Plnt,USA,Gas,1996,8073122000000.0
CCG Marketing,USA,Solar,2018,20533057312000.0
CCMUA,USA,Solar,2012,16253972230000.0
CCSU Co-Gen-STBY Gen,USA,Gas,2002,10929112955000.0
CCSU Fuel Cell Project,USA,Gas,2012,16253972230000.0
CDCR (CA) - Corcoran State Prison,USA,Solar,2014,17550680174000.0
CDCR (CA) - Pleasant Valley State Prison,USA,Solar,2014,17550680174000.0
CDCR (CA) - Solano State Prison,USA,Solar,2014,17550680174000.0
CDCR (CA) - Wasco State Prison,USA,Solar,2014,17550680174000.0
CE Leathers,USA,Geothermal,1989,5641580000000.0
CE Turbo LLC,USA,Geothermal,2000,10250947997000.0
CEC Solar #1117  LLC,USA,Solar,2018,20533057312000.0
CED Avenal,USA,Solar,2017,19477336549000.0
CED Chicopee Solar,USA,Solar,2017,19477336549000.0
CED Ducor 1,USA,Solar,2017,19477336549000.0
CED Ducor 2,USA,Solar,2017,19477336549000.0
CED Ducor 3,USA,Solar,2017,19477336549000.0
CED Ducor 4,USA,Solar,2017,19477336549000.0
CED Foster,USA,Solar,2018,20533057312000.0
CED Northampton Solar LLC Hybrid,USA,Solar,2020,21060473613000.0
CED Westfield Solar  LLC,USA,Solar,2016,18695110842000.0
CES Cherry Hill Solar,USA,Solar,2016,18695110842000.0
CES Placerita Power Plant,USA,Gas,1988,5236438000000.0
CES Sterling LLC,USA,Solar,2013,16843190993000.0
CES VMT Solar,USA,Solar,2015,18206020741000.0
CF Industries Yazoo City Complex,USA,Gas,1984,4037613000000.0
CF Novel Solar CSG Gardens Eleven  LLC,USA,Solar,2018,20533057312000.0
CF Novel Solar CSG Gardens Five  LLC,USA,Solar,2018,20533057312000.0
CF Novel Solar CSG Gardens Seven  LLC,USA,Solar,2018,20533057312000.0
CF Novel Solar CSG Gardens Two  LLC,USA,Solar,2018,20533057312000.0
CFB Power Plant,USA,Gas,2012,16253972230000.0
CFW Solar X LLC - Vaughn,USA,Solar,2019,21380976119000.0
CG Windfarm LLC,USA,Wind,2004,12217193198000.0
CGSun  LLC Community Solar,USA,Solar,2018,20533057312000.0
CH Resources Beaver Falls,USA,Gas,1995,7639749000000.0
CH Resources Syracuse,USA,Gas,1994,7287236000000.0
CID Gas Recovery,USA,Waste,1989,5641580000000.0
CID Solar  LLC,USA,Solar,2015,18206020741000.0
CID Solar (CA),USA,Solar,2019,21380976119000.0
CII Methane Management III LFG Plant,USA,Waste,2014,17550680174000.0
CII Methane Management IV  LLC,USA,Waste,2014,17550680174000.0
CIP II/AR Bridgewater Holdings - NJCOE,USA,Gas,2002,10929112955000.0
CJ Solar I  LLC,USA,Solar,2018,20533057312000.0
CM10,USA,Solar,2009,14478064934000.0
CM48,USA,Solar,2010,15048964444000.0
CMEEC - Bozrah,USA,Solar,2017,19477336549000.0
CMEEC - Navy NE Trident,USA,Solar,2017,19477336549000.0
CMEEC - Norwich Stott St Solar Hybrid,USA,Solar,2017,19477336549000.0
CMEEC - Polaris Park Solar Hybrid,USA,Solar,2017,19477336549000.0
CMEEC - Rogers Rd Solar,USA,Solar,2017,19477336549000.0
CML&P Generating Facility No. 2,USA,Gas,2017,19477336549000.0
CMR Solar LLC,USA,Solar,2019,21380976119000.0
CNE at Cambridge MD,USA,Solar,2015,18206020741000.0
CNMEC Solar Energy Center,USA,Solar,2018,20533057312000.0
CNN Center,USA,Oil,2000,10250947997000.0
CO LI CSG 1 - Kamerra,USA,Solar,2019,21380976119000.0
COC Surry LFG  LLC,USA,Waste,2013,16843190993000.0
COU Solar I  LLC,USA,Solar,2018,20533057312000.0
CP Bloom Wind LLC,USA,Wind,2017,19477336549000.0
CP Middletown Solar I LLC,USA,Solar,2020,21060473613000.0
CP Middletown Solar II LLC,USA,Solar,2020,21060473613000.0
CPI USA NC Roxboro,USA,Waste,1987,4855215000000.0
CPI USA NC Southport,USA,Waste,1987,4855215000000.0
CPS 1 Community Solar,USA,Solar,2016,18695110842000.0
CPV Fairview Energy Center,USA,Gas,2020,21060473613000.0
CPV St Charles Energy Center,USA,Gas,2017,19477336549000.0
CPV Towantic Energy Center,USA,Gas,2018,20533057312000.0
CPV Valley Energy Center,USA,Gas,2018,20533057312000.0
CS Murphy Point  LLC,USA,Solar,2011,15599728123000.0
CSD 2 - Heritage High,USA,Solar,2013,16843190993000.0
CSD 2- Freedom High,USA,Solar,2013,16843190993000.0
CSL Behring LLC,USA,Gas,1993,6858559000000.0
CSL Gas Recovery,USA,Waste,1991,6158129000000.0
CST001 McCarthy Fuel Cell,USA,Gas,2019,21380976119000.0
CSU East Bay,USA,Gas,2011,15599728123000.0
CSU Fresno Solar Project,USA,Solar,2008,14769857911000.0
CSU Long Beach,USA,Storage,2017,19477336549000.0
CSU Long Beach Lots 7 & 14,USA,Solar,2018,20533057312000.0
CSU Pueblo,USA,Solar,2009,14478064934000.0
CSUCI Site Authority,USA,Gas,1988,5236438000000.0
CSUF Nutwood Solar,USA,Solar,2017,19477336549000.0
CSUF State College,USA,Solar,2017,19477336549000.0
CSUF Trigeneration,USA,Gas,2012,16253972230000.0
CT Resource Rec Authority Facility,USA,Waste,1988,5236438000000.0
CTV Power Purchase Contract Trust,USA,Wind,2003,11456442041000.0
CU Solar Plant,USA,Solar,2013,16843190993000.0
Cabazon Wind Partners,USA,Wind,2002,10929112955000.0
Cabin Creek,USA,Hydro,1967,861700000000.0
Cabras 1,USA,Oil,1974,1545243000000.0
Cactus Flats Wind Energy Project,USA,Wind,2018,20533057312000.0
Cadillac Renewable Energy,USA,Waste,1993,6858559000000.0
Caelum Community Solar,USA,Solar,2017,19477336549000.0
Caithness Long Island Energy Center,USA,Gas,2009,14478064934000.0
Cal State Univ San Bernardino FC01,USA,Gas,2013,16843190993000.0
CalCity Solar 1,USA,Solar,2019,21380976119000.0
CalPeak Power Border Peaker Plant,USA,Gas,2001,10581929774000.0
CalPeak Power Enterprise Peaker Plant,USA,Gas,2001,10581929774000.0
CalPeak Power Panoche Peaker Plant,USA,Gas,2002,10929112955000.0
CalPeak Power Vaca Dixon Peaker Plant,USA,Gas,2002,10929112955000.0
CalRenew-1,USA,Solar,2010,15048964444000.0
Calabasas Gas to Energy Facility,USA,Waste,2010,15048964444000.0
Calabro Airport North Solar Project,USA,Solar,2020,21060473613000.0
Calabro Airport South Solar Project,USA,Solar,2020,21060473613000.0
Calcasieu,USA,Gas,2000,10250947997000.0
Caldwell Wastewater Treatment Plant Hybrid,USA,Storage,2017,19477336549000.0
Caledonia,USA,Gas,2003,11456442041000.0
Calhoun Energy Center,USA,Gas,2003,11456442041000.0
California City,USA,Solar,2018,20533057312000.0
California Institute of Technology,USA,Gas,2003,11456442041000.0
California PV Energy at ISD WWTP,USA,Solar,2014,17550680174000.0
California Ridge Wind Energy LLC,USA,Wind,2013,16843190993000.0
California Valley Solar Ranch,USA,Solar,2012,16253972230000.0
Calipatria Solar Farm,USA,Solar,2016,18695110842000.0
Calistoga Power Plant,USA,Geothermal,1984,4037613000000.0
Call Farms 1,USA,Solar,2018,20533057312000.0
Call Farms 3,USA,Solar,2018,20533057312000.0
Callahan Divide Wind Energy Center,USA,Wind,2005,13039199193000.0
Callaway,USA,Nuclear,1985,4338979000000.0
Calligan Creek Hydroelectric Project,USA,Hydro,2018,20533057312000.0
Calpine Vineland Solar LLC,USA,Solar,2009,14478064934000.0
Caltech Central,USA,Biomass,2010,15048964444000.0
Calumet Energy Team LLC,USA,Gas,2002,10929112955000.0
Calvert City,USA,Gas,2000,10250947997000.0
Calvert Cliffs Nuclear Power Plant,USA,Nuclear,1976,1873412000000.0
Calverton,USA,Solar,2015,18206020741000.0
Camanche,USA,Hydro,1983,3634038000000.0
Cambridge,USA,Oil,2005,13039199193000.0
Cambridge CT,USA,Gas,2003,11456442041000.0
Camden CSD Solar Array,USA,Solar,2018,20533057312000.0
Camden Dam Solar  LLC,USA,Solar,2019,21380976119000.0
Camden Plant Holdings LLC,USA,Gas,1993,6858559000000.0
Camden Resource Recovery Facility,USA,Waste,1991,6158129000000.0
Camden South Carolina,USA,Gas,1993,6858559000000.0
Camelot Wind LLC,USA,Wind,2012,16253972230000.0
Cameron Ridge LLC,USA,Wind,1985,4338979000000.0
Cameron Solar,USA,Solar,2018,20533057312000.0
Cameron Solar II,USA,Solar,2017,19477336549000.0
Cameron Wind 1 LLC,USA,Wind,2016,18695110842000.0
Camilla Solar Plant,USA,Solar,2013,16843190993000.0
Camino,USA,Hydro,1965,743700000000.0
Camp Atterbury Microgrid Hybrid,USA,Storage,2019,21380976119000.0
Camp Far West,USA,Hydro,1985,4338979000000.0
Camp Grove Wind Farm,USA,Wind,2008,14769857911000.0
Camp Lejeune Solar,USA,Solar,2016,18695110842000.0
Camp Reed,USA,Wind,2011,15599728123000.0
Camp Solar Plant,USA,Solar,2014,17550680174000.0
Campbell County Wind Farm,USA,Wind,2016,18695110842000.0
Campbell Hill Windpower,USA,Wind,2010,15048964444000.0
Campbell Industrial Park,USA,Oil,2009,14478064934000.0
Campbell Industrial Park BESS,USA,Storage,2016,18695110842000.0
Campbell Village,USA,Oil,1983,3634038000000.0
Campo Verde Solar,USA,Solar,2013,16843190993000.0
Cana Gas Processing Plant,USA,Oil,2010,15048964444000.0
Canadian Breaks  LLC,USA,Wind,2020,21060473613000.0
Canadian Hills Wind,USA,Wind,2013,16843190993000.0
Canal,USA,Oil,1982,3343789000000.0
Canandaigua Solar Array,USA,Solar,2017,19477336549000.0
Canandaigua Westbrook Solar Array,USA,Solar,2017,19477336549000.0
Candace Solar,USA,Solar,2016,18695110842000.0
Cane Island,USA,Gas,2004,12217193198000.0
Cane Run,USA,Gas,2015,18206020741000.0
Caney River Wind Project,USA,Wind,2011,15599728123000.0
Canis Major Solar Farm,USA,Solar,2017,19477336549000.0
Canis Minor Solar Farm,USA,Solar,2017,19477336549000.0
Cannelton Hydroelectric Plant,USA,Hydro,2016,18695110842000.0
Cannon Falls Energy Center,USA,Gas,2008,14769857911000.0
Canopus Community Solar,USA,Solar,2019,21380976119000.0
Canton Mountain Wind,USA,Wind,2017,19477336549000.0
Cantua Solar Station,USA,Solar,2012,16253972230000.0
Canyon,USA,Hydro,1989,5641580000000.0
Canyon Crest Academy,USA,Storage,2014,17550680174000.0
Canyon Del Oro High School Solar,USA,Solar,2016,18695110842000.0
Canyon Power Plant,USA,Gas,2011,15599728123000.0
Cape Canaveral,USA,Gas,2013,16843190993000.0
Cape Cod Air Force Station - 6 SWS,USA,Wind,2014,17550680174000.0
Cape Gas Turbine,USA,Oil,1970,1073303000000.0
Capella Community Solar,USA,Solar,2017,19477336549000.0
Capitol District Energy Center,USA,Gas,1988,5236438000000.0
Capitol Heat and Power,USA,Oil,2011,15599728123000.0
Capricorn Ridge Wind LLC,USA,Wind,2007,14474226905000.0
Capricornus Community Solar Garden,USA,Solar,2019,21380976119000.0
Caprock Solar 1 LLC,USA,Solar,2017,19477336549000.0
Caprock Wind Farm,USA,Wind,2005,13039199193000.0
Carbon Limestone,USA,Waste,2004,12217193198000.0
Cardinal,USA,Coal,1970,1073303000000.0
Cargill B6 Biofactory,USA,Biomass,2010,15048964444000.0
Cargill Dry Creek Biofactory,USA,Biomass,2008,14769857911000.0
Cargill Salt,USA,Gas,1993,6858559000000.0
Cargill Salt Hersey,USA,Gas,1998,9062818202000.0
Carina Community Solar,USA,Solar,2018,20533057312000.0
Carl Bailey,USA,Gas,1966,815000000000.0
Carl Friedrich Gauss Solar,USA,Solar,2018,20533057312000.0
Carleton College,USA,Oil,2008,14769857911000.0
Carlls Corner,USA,Gas,1973,1425376000000.0
Carlsbad Energy Center,USA,Gas,2019,21380976119000.0
Carlyle,USA,Oil,1998,9062818202000.0
Carmen Smith,USA,Hydro,1963,638600000000.0
Carmi,USA,Oil,1968,942500000000.0
Caro,USA,Oil,1976,1873412000000.0
Carol Jean Solar,USA,Solar,2017,19477336549000.0
Carolina Poultry Power Farmville,USA,Waste,2019,21380976119000.0
Carousel Wind Farm LLC,USA,Wind,2015,18206020741000.0
Carr Street Generating Station,USA,Gas,1993,6858559000000.0
Carrier Clinic,USA,Solar,2009,14478064934000.0
Carrizozo Solar,USA,Solar,2018,20533057312000.0
Carroll Area Wind Farm,USA,Wind,2015,18206020741000.0
Carroll County Energy,USA,Gas,2018,20533057312000.0
Carroll Wind Farm,USA,Wind,2009,14478064934000.0
Carrollton,USA,Gas,1969,1019900000000.0
Carson Cogeneration,USA,Gas,1990,5963144000000.0
Carson Ice-Gen Project,USA,Gas,1995,7639749000000.0
Carson Solar I,USA,Solar,2008,14769857911000.0
Carstensen Wind,USA,Wind,2005,13039199193000.0
Carter Hydro,USA,Hydro,2012,16253972230000.0
Carter PV1,USA,Solar,2015,18206020741000.0
Carters,USA,Hydro,1976,1873412000000.0
Carthage,USA,Gas,1965,743700000000.0
Carthage Energy LLC,USA,Gas,1991,6158129000000.0
Carty Generating Station,USA,Gas,2016,18695110842000.0
Carver CSG,USA,Solar,2019,21380976119000.0
Carver Gladden CSG,USA,Solar,2018,20533057312000.0
Carver MA 1 Community Solar,USA,Solar,2016,18695110842000.0
Carville Energy LLC,USA,Gas,2003,11456442041000.0
Casa Mesa Wind Energy Center Hybrid,USA,Wind,2018,20533057312000.0
Cascade,USA,Oil,1976,1873412000000.0
Cascade Creek,USA,Gas,1990,5963144000000.0
Cascade Dam,USA,Hydro,1987,4855215000000.0
Cascade Dam,USA,Hydro,1984,4037613000000.0
Cascade Solar,USA,Solar,2014,17550680174000.0
Cascade Solar (TX),USA,Solar,2019,21380976119000.0
Case Creek Solar,USA,Solar,2019,21380976119000.0
Casey City of,USA,Oil,2002,10929112955000.0
Cashton,USA,Oil,1983,3634038000000.0
Cashton Greens Wind Farm,USA,Wind,2012,16253972230000.0
Cashton Solar,USA,Solar,2019,21380976119000.0
Casper Wind Farm,USA,Wind,2010,15048964444000.0
Cass County,USA,Gas,2003,11456442041000.0
Casselman Wind Power Project,USA,Wind,2008,14769857911000.0
Cassia Gulch,USA,Wind,2009,14478064934000.0
Cassia Wind,USA,Wind,2009,14478064934000.0
Cassiopeia Community Solar,USA,Solar,2019,21380976119000.0
Castaic,USA,Hydro,1975,1684904000000.0
Castaic Lake Phase II,USA,Solar,2015,18206020741000.0
Castalia Solar,USA,Solar,2014,17550680174000.0
Castle Gap Solar Hybrid,USA,Solar,2018,20533057312000.0
Castle Rock Vineyards,USA,Solar,2010,15048964444000.0
Castleton Energy Center,USA,Gas,1992,6520327000000.0
Castor Solar,USA,Solar,2016,18695110842000.0
Catalina Solar 2  LLC,USA,Solar,2015,18206020741000.0
Catalina Solar LLC,USA,Solar,2013,16843190993000.0
Cataract (MI),USA,Hydro,1988,5236438000000.0
Catawba,USA,Nuclear,1985,4338979000000.0
Catawba River Pollution Control,USA,Oil,2009,14478064934000.0
Catawba Solar LLC,USA,Solar,2016,18695110842000.0
Caterpillar,USA,Oil,2005,13039199193000.0
Catlin Solar 1 LLC,USA,Solar,2020,21060473613000.0
Causey,USA,Hydro,1998,9062818202000.0
Cayuga,USA,Coal,1973,1425376000000.0
Cecil County CCVT HS,USA,Solar,2016,18695110842000.0
Cedar Bayou,USA,Gas,1971,1164850000000.0
Cedar Bayou 4,USA,Gas,2009,14478064934000.0
Cedar Bluff Wind  LLC,USA,Wind,2016,18695110842000.0
Cedar Branch,USA,Solar,2016,18695110842000.0
Cedar Creek II,USA,Wind,2011,15599728123000.0
Cedar Creek PV,USA,Solar,2017,19477336549000.0
Cedar Creek Wind,USA,Wind,2007,14474226905000.0
Cedar Falls Solar Farm,USA,Solar,2016,18695110842000.0
Cedar Hills,USA,Waste,2009,14478064934000.0
Cedar Hills Wind Farm,USA,Wind,2010,15048964444000.0
Cedar Point Wind,USA,Wind,2011,15599728123000.0
Cedar Ridge,USA,Wind,2009,14478064934000.0
Cedar Solar  LLC,USA,Solar,2015,18206020741000.0
Cedar Valley Solar Plant,USA,Solar,2016,18695110842000.0
Cedartown Battery Energy Storage Project,USA,Storage,2015,18206020741000.0
Cedarville CSG,USA,Solar,2017,19477336549000.0
Cedro Hill Wind LLC,USA,Wind,2011,15599728123000.0
Celina Solar Project #1  LLC,USA,Solar,2013,16843190993000.0
Cellu Tissue,USA,Gas,2009,14478064934000.0
Centaurus Community Solar,USA,Solar,2017,19477336549000.0
Centaurus Solar - MA,USA,Solar,2016,18695110842000.0
Centennial,USA,Oil,1987,4855215000000.0
Centennial Generating Station,USA,Oil,2011,15599728123000.0
Centennial Wind Farm,USA,Wind,2007,14474226905000.0
Center Falls,USA,Hydro,1984,4037613000000.0
Center Hybrid,USA,Gas,2008,14769857911000.0
Centinela Solar Energy,USA,Solar,2013,16843190993000.0
CentraState Medical Center PV Facility,USA,Solar,2014,17550680174000.0
Central Antelope Dry Ranch B LLC,USA,Solar,2017,19477336549000.0
Central Antelope Dry Ranch C,USA,Solar,2016,18695110842000.0
Central CA Fuel Cell 1,USA,Gas,2018,20533057312000.0
Central District Wastewater Treat Plant,USA,Biomass,2014,17550680174000.0
Central Energy Facility,USA,Gas,2000,10250947997000.0
Central Energy Plant,USA,Gas,1989,5641580000000.0
Central Energy Plant USU,USA,Gas,2004,12217193198000.0
Central Hudson High Falls,USA,Hydro,1987,4855215000000.0
Central Michigan University,USA,Gas,1990,5963144000000.0
Central Plains Wind Farm,USA,Wind,2009,14478064934000.0
Central Plant,USA,Oil,1999,9631174489000.0
Central Power Plant,USA,Gas,1997,8577554457000.0
Central Utilities Plant LAX 2,USA,Gas,2015,18206020741000.0
Central Utility Plant,USA,Gas,1988,5236438000000.0
Central Utility Plant - Texas A&M,USA,Gas,2005,13039199193000.0
Central Utility Plant Cincinnati,USA,Gas,2004,12217193198000.0
Central Utility Plant at White Oak,USA,Gas,2010,15048964444000.0
Central Valley Ag Power,USA,Biomass,2014,17550680174000.0
Century,USA,Wind,2005,13039199193000.0
Century Drive Solar Farm,USA,Solar,2014,17550680174000.0
Century Generating Facility,USA,Gas,2001,10581929774000.0
CenturyLink Regional HQ,USA,Oil,1993,6858559000000.0
Ceredo Generating Station,USA,Gas,2001,10581929774000.0
Chace Mill Winooski One,USA,Hydro,1993,6858559000000.0
Chadbourn Farm,USA,Solar,2013,16843190993000.0
Chaffee Gas Recovery,USA,Waste,2007,14474226905000.0
Chaffey College Rancho Cucamonga Campus,USA,Solar,2017,19477336549000.0
Chalk Cliff Limited,USA,Gas,1990,5963144000000.0
Chalk Point LLC,USA,Gas,1976,1873412000000.0
Chalmette Refining LLC,USA,Other,1990,5963144000000.0
Chamberlain Wind Project,USA,Wind,2001,10581929774000.0
Chambers Cogeneration LP,USA,Coal,1994,7287236000000.0
Chambersburg,USA,Gas,2001,10581929774000.0
Chamon Power LLC,USA,Gas,2017,19477336549000.0
Champepaden Wind Power,USA,Wind,2002,10929112955000.0
Champion Solar,USA,Solar,2018,20533057312000.0
Champion Wind Farm LLC,USA,Wind,2008,14769857911000.0
Chanarambie Power Partners  LLC,USA,Wind,2004,12217193198000.0
Chanel Piscataway Rooftop,USA,Solar,2018,20533057312000.0
Changeup,USA,Solar,2019,21380976119000.0
Channel Energy Center LLC,USA,Gas,2004,12217193198000.0
Channelview Cogeneration Plant,USA,Gas,2001,10581929774000.0
Chanute 2,USA,Gas,1999,9631174489000.0
Chanute 3,USA,Gas,1987,4855215000000.0
Chapman Ranch Wind I,USA,Wind,2017,19477336549000.0
Chappell,USA,Oil,1982,3343789000000.0
Charles City,USA,Waste,2003,11456442041000.0
Charles City Wind Farm,USA,Wind,2008,14769857911000.0
Charles D. Lamb Energy Center,USA,Gas,2015,18206020741000.0
Charles E Monty,USA,Hydro,1990,5963144000000.0
Charles P Keller,USA,Gas,1970,1073303000000.0
Charles R Lowman,USA,Coal,1977,2081826000000.0
Charlestown Wind Turbine,USA,Wind,2011,15599728123000.0
Charlotte Solar,USA,Solar,2015,18206020741000.0
Charlotte Solar LLC VT,USA,Solar,2014,17550680174000.0
Charlton Solar I CSG,USA,Solar,2015,18206020741000.0
Charter Dura-Bar,USA,Gas,1992,6520327000000.0
Chasm Hydro Partnership,USA,Hydro,1982,3343789000000.0
Chateaugay High Falls Hydro,USA,Hydro,1989,5641580000000.0
Chatham,USA,Gas,2014,17550680174000.0
Chatham Landfill,USA,Solar,2014,17550680174000.0
Chattahoochee Energy Facility,USA,Gas,2003,11456442041000.0
Chattanooga Metropolitan Airport Solar,USA,Solar,2013,16843190993000.0
Chauncey Farm LLC,USA,Solar,2014,17550680174000.0
Chautauqua LFGTE Facility,USA,Waste,2010,15048964444000.0
Chaves Solar  LLC,USA,Solar,2016,18695110842000.0
Cheboygan,USA,Hydro,1984,4037613000000.0
Chehalis Generating Facility,USA,Gas,2003,11456442041000.0
Chei Solar,USA,Solar,2016,18695110842000.0
Chenango Solar,USA,Solar,2020,21060473613000.0
Cheoah,USA,Hydro,1998,9062818202000.0
Cherokee,USA,Gas,1997,8577554457000.0
Cherokee County Cogen,USA,Gas,1998,9062818202000.0
Cherokee Falls,USA,Hydro,1986,4579631000000.0
Cherry Blossom Solar LLC,USA,Solar,2020,21060473613000.0
Cherry Hill,USA,Solar,2010,15048964444000.0
Cherry Street,USA,Oil,1962,605100000000.0
Cherry Valley Solar  LLC CSG,USA,Solar,2017,19477336549000.0
Cherrydale Solar Power Facility,USA,Solar,2017,19477336549000.0
Cherryville City Hall,USA,Oil,2006,13815586948000.0
Chesapeake,USA,Oil,1968,942500000000.0
Chesapeake College,USA,Solar,2016,18695110842000.0
Chester CSG,USA,Solar,2019,21380976119000.0
Chester Diversion Hydroelectric Project,USA,Hydro,2014,17550680174000.0
Chester Generating Station,USA,Oil,1969,1019900000000.0
Chester Lake,USA,Hydro,1988,5236438000000.0
Chester Power Partners,USA,Solar,2014,17550680174000.0
Chester Solar Farm,USA,Solar,2014,17550680174000.0
Chester Woods Point Solar  LLC CSG,USA,Solar,2019,21380976119000.0
Chesterfield,USA,Coal,1974,1545243000000.0
Chesterfield Landfill Gas,USA,Waste,2004,12217193198000.0
Chestnut Flats Wind Farm,USA,Wind,2012,16253972230000.0
Chestnut Ridge Gas Recovery,USA,Waste,1998,9062818202000.0
Cheswick Power Plant,USA,Coal,1970,1073303000000.0
Chevak,USA,Oil,2009,14478064934000.0
Chevron Oil,USA,Gas,1983,3634038000000.0
Cheyenne Prairie Generating Station,USA,Gas,2014,17550680174000.0
Chicago Park,USA,Hydro,1965,743700000000.0
Chicago West Side Energy Center,USA,Gas,2003,11456442041000.0
Chicopee Granby Road Solar,USA,Solar,2015,18206020741000.0
Chicopee Hydroelectric Station,USA,Hydro,1985,4338979000000.0
Chicopee River Solar,USA,Solar,2015,18206020741000.0
Chicopee Solar,USA,Solar,2014,17550680174000.0
Chief Joseph,USA,Hydro,1965,743700000000.0
Childrens Hospital,USA,Oil,2006,13815586948000.0
Chili Bar,USA,Hydro,1965,743700000000.0
Chillicothe,USA,Gas,1987,4855215000000.0
Chillicothe Solar Farm,USA,Solar,2017,19477336549000.0
Chiloquin Solar  LLC,USA,Solar,2018,20533057312000.0
Chimes West Friendship (Nixon Farms),USA,Solar,2015,18206020741000.0
China Mill Hydro,USA,Hydro,1981,3207041000000.0
Chino Mines,USA,Gas,1988,5236438000000.0
Chino Solar Valley,USA,Solar,2013,16843190993000.0
Chisago Community Solar,USA,Solar,2017,19477336549000.0
Chisago Holdco LLC  CSG,USA,Solar,2019,21380976119000.0
Chisago Solar,USA,Solar,2017,19477336549000.0
Chisholm View Wind Project,USA,Wind,2013,16843190993000.0
Chisum,USA,Solar,2019,21380976119000.0
Chittenden County Solar Partners,USA,Solar,2011,15599728123000.0
Chocksett Rd Energy Storage Project,USA,Storage,2017,19477336549000.0
Choco Solar  LLC,USA,Solar,2015,18206020741000.0
Chocowinity Solar LLC,USA,Solar,2015,18206020741000.0
